subject_id,Baseline,Latency_a,Latency_b,T2MaxVel,T2MaxCon,T2Rec75pc,PeakCon,ConAmplitude,VelConMax,VelConAve,AccConMax,ConTime,VelRedAve,VelRedMax,AccRedMax
19,1.4530054336281142,2.8333333333333335,0.7666666666666666,19.016666666666666,4.833333333333333,0.26666666666666666,0.878550579554522,0.5744548540735922,3.16287574935723,0.7646968176692399,21.308343420383835,1.9999999999999996,0.6954908026596527,5.380093483303385,37.86209555688185
