subject_id,Baseline,Latency_a,Latency_b,T2MaxVel,T2MaxCon,T2Rec75pc,PeakCon,ConAmplitude,VelConMax,VelConAve,AccConMax,ConTime,VelRedAve,VelRedMax,AccRedMax
009,7.62039609205831,0.08333333333333333,0.0,41.1,2.533333333333333,10.233333333333333,3.8395389949708565,3.7808570970874533,4.801790298133319,1.836525589343132,47.5241074663618,2.4499999999999997,0.7433198219409338,8.49086473232072,69.27124118485146
