subject_id,Baseline,Latency_a,Latency_b,T2MaxVel,T2MaxCon,T2Rec75pc,PeakCon,ConAmplitude,VelConMax,VelConAve,AccConMax,ConTime,VelRedAve,VelRedMax,AccRedMax
004,4.71449107514089,0.06666666666666667,0.11666666666666667,0.3,1.3666666666666667,5.116666666666666,2.2710862745881735,2.4434048005527162,3.591043404016112,1.8781804119134182,14.869526608836026,1.3,0.19849759456149105,3.007228249245353,29.167095348199368
